Geneid	/N/dc2/scratch/rpolicas/stripe_paper/stripe_seq/yeast/results/aligned/S288C-pooled_WT-100ng_2_Aligned.out_cleaned.bam	/N/dc2/scratch/rpolicas/stripe_paper/stripe_seq/yeast/results/aligned/S288C-pooled_WT-100ng_1_Aligned.out_cleaned.bam	/N/dc2/scratch/rpolicas/stripe_paper/stripe_seq/yeast/results/aligned/S288C-pooled_WT-100ng_3_Aligned.out_cleaned.bam	/N/dc2/scratch/rpolicas/stripe_paper/stripe_seq/yeast/results/aligned/S288C-unpooled_WT-100ng_3_Aligned.out_cleaned.bam	/N/dc2/scratch/rpolicas/stripe_paper/stripe_seq/yeast/results/aligned/S288C-unpooled_WT-100ng_2_Aligned.out_cleaned.bam	/N/dc2/scratch/rpolicas/stripe_paper/stripe_seq/yeast/results/aligned/S288C-unpooled_WT-100ng_1_Aligned.out_cleaned.bam
YDR371C-A	0	0	0	0	0	0
YDR372C	63	103	91	84	93	75
YDR373W	26	27	34	20	19	21
YDR374C	1	2	4	0	0	1
YDR374W-A	7	14	9	5	7	6
YDR375C	7	13	13	15	11	16
YDR376W	6	13	7	9	9	9
YDR377W	463	742	706	450	357	378
YDR378C	110	155	147	96	85	88
YDR379W	39	27	42	28	14	23
YDR379C-A	33	47	33	34	32	39
YDR380W	14	25	31	29	13	19
YDR381W	115	133	140	101	103	99
YDR381C-A	22	27	23	25	19	15
YDR382W	180	299	263	151	151	129
YDR383C	79	111	109	122	82	103
YDR384C	53	54	53	44	37	50
YDR385W	286	351	328	225	206	246
YDR386W	17	34	14	20	17	18
YDR387C	10	7	19	10	8	6
YDR388W	196	294	257	261	238	202
YDR389W	44	36	50	37	62	55
YDR390C	37	38	38	62	46	34
tG(CCC)D	1	1	1	0	0	0
YDR391C	100	199	156	163	119	120
YDR392W	55	57	50	25	37	28
YDR393W	41	53	39	53	40	32
YDR394W	130	183	166	156	135	138
YDR395W	77	109	99	82	83	63
YDR396W	0	3	1	2	1	3
YDR397C	67	84	80	78	73	55
YDR398W	28	36	55	19	22	19
YDR399W	77	121	96	114	90	91
YDR400W	19	25	19	21	19	15
YDR401W	1	2	0	0	0	0
YDR402C	0	0	0	0	0	0
YDR403W	3	3	6	2	2	0
YDR404C	45	58	43	51	48	40
YDR405W	82	101	112	104	80	72
YDR406W	28	51	58	50	39	50
YDR406W-A	0	0	0	0	0	0
YDR407C	46	39	54	58	39	51
YDR408C	63	80	103	86	66	73
YDR409W	12	13	17	18	15	17
YDR410C	12	12	6	12	11	11
YDR411C	15	12	15	16	17	18
YDR412W	357	440	403	371	319	303
YDR413C	0	0	1	0	0	1
YDR414C	10	11	10	17	20	17
YDR415C	22	46	25	22	22	33
YDR416W	75	110	118	46	46	41
YDR417C	0	0	0	0	0	0
YDR418W	184	244	204	183	195	192
YDR419W	37	53	52	42	37	36
tS(AGA)D3	0	0	0	0	0	0
YDR420W	31	60	47	44	38	52
YDR421W	39	39	41	31	15	19
YDR422C	52	90	87	83	49	82
YDR423C	78	114	101	79	62	56
YDR424C	31	54	44	28	21	22
YDR425W	23	39	31	53	39	62
YDR426C	0	2	0	2	0	0
YDR427W	93	103	101	91	67	71
YDR428C	27	38	43	52	38	39
YDR429C	112	156	159	91	103	75
YDR430C	83	102	91	114	104	96
YDR431W	0	0	0	0	1	0
YDR432W	274	330	347	452	358	344
YDR433W	11	14	23	6	10	3
YDR434W	44	58	56	46	34	34
YDR435C	18	34	31	31	24	14
YDR436W	82	74	74	119	106	131
YDR437W	15	16	12	36	32	37
YDR438W	36	55	51	49	34	44
YDR439W	24	35	31	24	28	31
YDR440W	27	27	25	23	16	22
YDR441C	21	38	34	29	20	23
YDR442W	0	0	0	0	0	0
YDR443C	42	48	38	43	37	40
YDR444W	27	26	45	31	37	28
YDR445C	0	0	0	0	0	0
tK(CUU)D2	0	0	0	0	0	0
YDR446W	0	1	0	2	1	2
YDR447C	124	151	140	86	121	101
YDR448W	38	46	53	52	35	51
YDR449C	52	79	62	49	49	52
YDR450W	426	575	554	445	394	377
YDR451C	8	15	10	41	7	19
YDR452W	60	83	108	63	54	44
YDR453C	19	30	30	41	38	35
YDR454C	49	69	70	62	70	51
YDR455C	0	0	0	0	0	0
YDR456W	22	41	37	44	32	51
YDR457W	179	277	361	150	137	163
YDR458C	135	173	149	152	143	120
YDR459C	7	13	13	5	11	7
YDR460W	70	120	108	88	74	74
YDR461W	64	59	48	46	62	52
YDR461C-A	18	16	15	15	11	19
YDR462W	94	133	115	129	115	95
YDR463W	66	93	102	181	85	108
YDR464W	95	120	139	96	53	53
YDR464C-A	0	0	0	0	0	0
YDR465C	234	370	354	209	162	163
YDR466W	25	31	40	45	28	38
YDR467C	0	0	0	0	0	0
YDR468C	226	304	261	284	201	186
YDR469W	62	110	92	95	64	66
YDR470C	22	17	19	19	17	15
YDR471W	322	342	325	379	322	305
snR13	20	37	22	18	23	14
YDR472W	39	46	35	46	30	31
YDR473C	151	174	188	173	141	151
YDR475C	52	67	66	58	59	40
YDR476C	36	41	42	29	40	20
YDR477W	39	57	68	63	50	53
YDR478W	70	100	99	104	83	85
YDR479C	41	69	55	45	30	36
YDR480W	20	31	23	17	22	23
YDR481C	54	60	61	34	48	63
YDR482C	169	322	270	291	173	231
YDR483W	133	147	162	201	202	184
YDR484W	25	26	26	32	19	20
YDR485C	135	176	157	135	138	119
YDR486C	133	132	125	159	141	128
YDR487C	47	70	63	81	75	78
YDR488C	37	51	41	27	30	17
YDR489W	20	18	13	24	21	24
YDR490C	52	107	94	98	65	80
YDR491C	0	0	0	0	0	0
YDR492W	37	47	38	58	42	46
YDR493W	37	40	39	58	55	58
YDR494W	180	219	255	190	190	160
YDR495C	72	130	125	78	72	86
YDR496C	260	282	327	275	225	174
YDR497C	113	139	153	131	108	83
YDR498C	68	74	60	64	65	46
YDR499W	55	79	70	58	67	69
YDR500C	237	310	278	218	185	170
YDR501W	33	56	53	47	37	41
YDR502C	34	68	62	29	28	34
YDR503C	11	16	11	16	16	17
YDR504C	0	0	1	1	1	0
YDR505C	19	20	30	18	23	14
YDR506C	9	19	16	25	20	18
tL(CAA)D	0	0	0	0	0	0
YDR507C	58	97	129	73	61	58
YDR508C	359	551	521	512	347	389
YDR509W	1	0	0	0	0	0
YDR510W	249	298	252	288	269	292
YDR510C-A	0	2	2	0	1	2
YDR511W	16	24	22	25	26	16
YDR512C	160	228	202	168	144	147
YDR513W	32	56	42	49	44	50
YDR514C	38	38	40	32	24	33
YDR515W	25	25	32	40	35	38
YDR516C	127	160	155	115	98	95
YDR517W	60	85	87	88	81	64
YDR518W	29	31	61	43	32	25
YDR519W	35	40	34	36	43	26
YDR520C	76	143	120	116	86	111
YDR521W	0	0	0	0	0	0
YDR522C	0	0	0	0	0	0
YDR523C	1	1	1	0	0	0
YDR524C	69	78	88	103	81	91
YDR524W-C	1	0	0	0	0	0
YDR524C-B	343	485	447	387	375	314
YDR524C-A	0	2	1	4	2	4
YDR525W	0	0	0	0	0	0
YDR525W-A	23	24	17	39	32	41
YDR526C	2	2	0	1	0	1
YDR527W	75	128	141	78	50	50
snR84	176	207	269	67	51	57
YDR528W	0	4	1	4	3	6
YDR529C	133	150	141	166	149	114
YDR530C	34	37	32	27	27	27
YDR531W	11	26	28	14	10	10
YDR532C	90	87	84	62	80	62
YDR533C	24	44	36	42	46	33
YDR534C	0	1	0	2	0	1
YDR535C	2	2	7	4	3	2
YDR536W	0	0	0	0	0	1
YDR537C	0	1	0	2	1	0
YDR538W	3	14	11	13	5	11
YDR539W	46	70	57	48	46	50
YDR540C	15	11	15	10	10	16
YDR541C	7	13	8	16	12	16
YDR542W	0	0	0	0	0	1
YDR543C	0	0	0	0	0	0
YDR544C	0	0	1	0	2	0
YDR545W	0	0	0	0	0	0
YDR545C-A	0	0	0	0	0	0
YOL166W-A	0	0	0	0	0	0
YOL166C	0	0	0	0	0	0
YOL165C	0	0	0	0	0	0
YOL164W-A	0	0	0	0	0	0
YOL164W	16	24	22	30	16	17
YOL163W	0	1	0	0	0	0
YOL162W	0	1	0	0	0	0
YOL161C	0	0	0	0	0	0
YOL160W	0	5	1	1	2	0
YOL159C-A	9	15	16	7	9	6
YOL159C	8	11	6	7	14	7
YOL158C	59	59	63	76	60	66
YOL157C	12	17	15	19	16	14
YOL156W	0	0	0	2	2	0
YOL155W-A	0	0	0	0	0	0
YOL155C	20	19	27	56	27	32
YOL154W	0	1	1	1	1	1
YOL152W	7	3	2	11	7	7
YOL151W	9	10	6	18	12	16
YOL150C	0	1	0	1	3	1
YOL149W	57	77	72	55	47	59
YOL148C	48	74	61	58	36	45
YOL147C	10	12	10	12	12	12
YOL146W	31	39	32	34	30	38
YOL145C	52	72	113	41	33	33
YOL144W	107	165	170	127	103	98
YOL143C	130	150	146	155	132	165
YOL142W	54	56	62	54	61	57
YOL141W	14	25	18	28	17	23
YOL140W	10	15	15	14	5	7
YOL139C	90	134	105	106	114	107
YOL138C	25	23	30	16	23	16
YOL137W	67	85	88	58	43	38
YOL136C	17	21	30	25	25	22
YOL135C	81	85	90	139	89	84
YOL134C	0	0	0	0	0	0
YOL133W	33	49	30	38	24	26
YOL132W	4	4	5	8	3	5
YOL131W	0	0	0	0	1	1
YOL130W	43	48	67	49	45	33
YOL129W	27	36	26	26	36	32
YOL128C	5	8	8	16	12	5
YOL127W	287	364	327	285	260	213
YOL126C	85	110	86	80	87	107
YOL125W	53	61	66	56	55	40
YOL124C	47	60	59	66	37	45
YOL123W	58	70	75	40	40	53
YOL122C	9	23	20	17	15	11
YOL121C	238	269	262	229	251	232
YOL120C	212	269	248	210	218	194
YOL119C	31	46	41	42	36	37
YOL118C	1	0	0	1	3	1
YOL117W	127	159	169	103	94	88
YOL116W	10	11	9	12	7	15
YOL115W	62	80	70	42	27	33
YOL114C	41	57	41	27	25	31
YOL113W	99	118	107	117	98	92
YOL112W	27	31	29	31	30	20
YOL111C	165	177	180	249	202	219
YOL110W	19	26	17	13	14	14
YOL109W	520	664	606	459	455	445
tG(UCC)O	0	0	0	0	0	0
YOL108C	120	199	174	102	92	85
YOL107W	9	5	5	6	10	16
YOL106W	0	0	0	0	0	0
tT(AGU)O1	0	0	0	0	0	0
YOL105C	4	12	5	6	6	6
YOL104C	8	9	12	6	4	4
YOL103W-B	1	2	4	0	0	1
YOL103W-A	0	0	0	0	0	0
YOL103W	48	89	96	47	39	31
YOL102C	31	41	29	32	27	27
YOL101C	80	128	89	78	60	86
YOL100W	52	65	76	88	73	74
YOL099C	0	0	0	0	0	0
YOL098C	43	39	64	34	18	34
snR58	1	0	1	0	0	0
YOL097W-A	3	4	1	0	3	3
YOL097C	121	149	159	106	90	77
YOL096C	75	112	109	69	67	52
YOL095C	15	10	10	10	8	10
YOL094C	17	19	23	13	14	16
YOL093W	132	180	157	104	115	94
YOL092W	44	27	21	40	35	42
YOL091W	2	1	3	5	1	2
YOL090W	13	9	17	7	7	6
YOL089C	15	24	18	14	24	12
YOL088C	37	69	49	84	47	65
YOL087C	49	89	101	76	68	76
YOL086W-A	13	27	20	10	8	12
YOL086C	349	507	526	359	352	295
YOL085W-A	12	11	6	18	20	23
YOL085C	5	6	3	8	7	5
YOL084W	18	16	10	21	15	15
YOL083W	10	18	13	25	11	11
YOL083C-A	0	0	0	1	0	1
YOL082W	117	171	145	157	104	114
YOL081W	108	122	185	116	74	86
YOL080C	41	33	38	26	41	23
YOL079W	0	0	0	0	0	0
YOL078W	172	255	255	242	134	132
YOL077W-A	110	121	105	56	57	44
YOL077C	82	95	88	94	94	77
YOL076W	22	29	33	22	19	19
YOL075C	36	52	63	37	43	29
YOL073C	107	176	155	163	136	138
YOL072W	34	37	29	55	50	41
YOL071W	208	216	210	212	202	158
YOL070C	29	38	37	44	22	25
YOL069W	41	73	77	53	44	40
YOL068C	45	59	67	54	31	46
YOL067C	73	101	102	97	68	71
YOL066C	99	149	146	88	65	84
YOL065C	25	25	29	31	21	23
YOL064C	17	25	32	17	19	17
YOL063C	18	29	29	27	24	16
YOL062C	95	115	112	105	88	87
YOL061W	31	42	37	45	44	31
YOL060C	38	26	29	22	18	27
YOL059W	187	227	252	221	203	166
YOL058W	64	96	104	73	67	65
YOL057W	61	108	119	95	63	65
YOL056W	50	80	61	65	45	53
YOL055C	11	13	6	10	12	5
tG(GCC)O1	0	0	0	0	0	0
tN(GUU)O1	0	0	0	0	0	0
YOL054W	63	69	98	63	45	44
YOL053W	86	125	101	108	80	89
YOL052C-A	61	78	62	102	93	95
YOL052C	28	34	36	40	33	24
snR81	3	2	3	2	1	2
YOL051W	61	74	97	80	69	70
YOL050C	0	1	1	0	0	0
YOL049W	70	68	112	86	74	81
YOL048C	23	39	32	29	26	22
YOL047C	1	2	2	5	3	0
YOL046C	0	0	0	0	0	0
YOL045W	19	12	23	19	16	17
YOL044W	17	27	14	18	21	17
YOL043C	44	57	60	19	38	26
YOL042W	29	39	35	32	23	29
YOL041C	114	136	136	100	92	68
YOL040C	706	808	808	914	834	876
YOL039W	685	985	947	635	549	535
YOL038C-A	51	86	82	50	40	31
YOL038W	88	137	147	66	68	65
YOL037C	1	0	0	0	0	1
YOL036W	35	34	46	70	44	42
YOL035C	0	0	0	0	0	1
snR50	1	5	1	0	1	3
YOL034W	35	45	39	30	22	25
YOL033W	14	15	22	14	8	6
YOL032W	37	40	48	47	43	39
YOL031C	14	30	31	44	34	33
YOL030W	55	82	59	62	56	66
YOL029C	2	0	0	0	1	0
YOL028C	17	22	22	20	23	19
YOL027C	74	116	136	66	68	73
YOL026C	51	65	45	85	91	80
tS(GCU)O	0	0	0	0	0	0
YOL025W	12	15	14	14	9	12
YOL024W	1	1	1	0	0	0
YOL023W	17	19	16	11	11	10
YOL022C	59	71	90	53	38	41
tG(GCC)O2	0	0	0	0	0	0
YOL021C	150	209	211	157	146	148
YOL020W	54	85	77	113	71	99
tY(GUA)O	0	0	0	0	0	0
YOL019W-A	0	0	0	0	0	0
YOL019W	24	31	34	16	20	23
YOL018C	84	160	147	119	102	116
YOL017W	9	17	14	8	16	7
YOL016C	194	285	386	195	155	153
YOL015W	1	5	4	0	0	2
YOL014W	52	63	63	75	41	53
YOL013W-B	0	0	0	0	0	0
YOL013W-A	2	0	2	3	1	1
tP(UGG)O1	0	0	0	0	0	0
YOL013C	12	16	12	11	16	14
YOL012C	11	12	16	17	13	7
YOL011W	26	28	32	32	22	19
YOL010W	21	24	39	16	11	14
YOL009C	48	58	40	56	29	44
YOL008W	23	29	18	24	24	20
YOL007C	22	20	24	43	30	30
YOL006C	133	193	177	153	132	88
YOL005C	68	102	96	101	81	61
YOL004W	76	110	158	91	90	92
YOL003C	3	12	19	10	14	12
YOL002C	27	33	34	15	28	24
YOL001W	6	10	13	10	13	13
YOR001W	46	59	83	44	41	55
YOR002W	21	14	23	33	23	25
YOR003W	19	19	23	20	19	15
YOR004W	36	39	51	32	31	27
YOR005C	19	43	33	42	30	33
YOR006C	30	54	51	44	33	46
YOR007C	115	156	163	124	115	116
tR(ACG)O	0	0	0	0	0	0
YOR008C	34	61	55	43	54	36
YOR008C-A	2	0	1	2	0	0
YOR008W-B	0	2	2	1	0	1
YOR009W	1	1	1	3	1	1
YOR010C	2	3	4	3	2	4
YOR011W	16	18	19	15	20	10
tT(AGU)O2	0	0	0	0	0	0
YOR011W-A	0	0	0	0	0	1
YOR012W	3	1	3	3	1	2
YOR013W	1	0	0	0	2	1
YOR014W	65	92	102	69	52	60
YOR015W	1	0	1	1	0	0
YOR016C	24	36	42	48	30	31
YOR017W	75	110	110	100	77	77
YOR018W	19	22	15	30	24	27
YOR019W	171	230	209	181	148	161
YOR020C	78	96	75	79	77	83
YOR020W-A	50	64	63	49	47	44
YOR021C	79	156	101	87	87	69
YOR022C	20	49	46	45	27	39
YOR023C	55	73	76	92	66	94
YOR024W	0	0	0	0	0	0
YOR025W	13	24	32	25	16	26
YOR026W	7	19	8	9	12	7
YOR027W	109	130	156	130	128	130
YOR028C	30	41	43	35	42	40
YOR029W	0	0	0	0	0	0
YOR030W	17	26	31	23	33	26
YOR032C	2	0	3	3	4	3
YOR032W-A	0	0	0	0	1	0
YOR033C	18	17	21	11	8	8
YOR034C	6	15	17	27	13	16
YOR034C-A	1	1	0	0	0	1
YOR035C	48	67	77	59	55	51
YOR036W	239	303	277	207	209	189
YOR037W	19	30	35	24	21	17
YOR038C	25	28	29	29	24	16
YOR039W	64	71	80	53	51	34
YOR040W	20	18	19	29	24	22
snR9	28	36	29	28	30	32
YOR041C	0	1	0	0	0	0
YOR042W	114	168	171	196	131	143
snR62	1	6	2	3	2	1
YOR043W	34	52	67	41	48	39
YOR044W	39	54	55	40	56	49
YOR045W	26	27	27	17	24	9
YOR046C	79	101	91	75	90	135
YOR047C	109	148	133	164	164	155
YOR048C	179	241	256	216	194	196
YOR049C	10	19	11	23	15	21
YOR050C	0	0	0	0	0	0
YOR051C	110	139	127	82	108	88
YOR052C	201	250	247	224	216	193
YOR053W	2	1	3	0	2	5
YOR054C	53	82	84	59	46	59
YOR055W	0	1	0	0	0	0
YOR056C	88	115	131	79	70	61
YOR057W	45	83	80	82	63	71
YOR058C	22	40	40	22	22	33
tK(UUU)O	1	2	2	1	0	0
YOR059C	34	44	43	29	30	29
YOR060C	124	190	176	135	111	123
YOR061W	96	127	123	102	106	100
YOR062C	23	42	27	34	20	37
YOR063W	441	516	573	467	431	406
YOR064C	49	57	68	67	49	39
YOR065W	40	52	33	85	51	67
YOR066W	26	38	43	71	39	50
YOR067C	56	95	67	82	66	50
YOR069W	41	47	45	59	44	39
YOR068C	0	0	0	0	0	0
YOR070C	59	86	90	81	55	70
YOR071C	5	6	15	12	7	6
YOR072W	0	0	0	0	0	0
YOR072W-A	5	6	2	2	0	1
tP(UGG)O2	0	1	0	0	0	0
YOR072W-B	0	2	0	0	0	0
YOR073W	12	18	30	15	16	8
YOR074C	29	43	54	28	36	27
YOR073W-A	0	0	0	0	0	0
YOR075W	33	42	47	14	23	22
YOR076C	31	43	46	17	24	24
YOR077W	23	27	23	20	20	21
YOR078W	229	234	268	282	226	189
YOR079C	10	17	18	15	7	13
YOR080W	35	63	46	37	39	35
YOR081C	40	34	31	34	33	56
YOR082C	1	1	1	2	1	3
YOR083W	52	80	84	59	39	36
YOR084W	5	2	5	2	2	4
YOR085W	47	60	60	60	69	50
YOR086C	125	155	179	92	101	81
tN(GUU)O2	0	0	0	0	0	1
YOR087W	18	38	32	27	12	19
YOR089C	215	339	307	280	234	261
YOR090C	36	58	51	60	54	58
YOR091W	210	293	279	300	206	213
YOR092W	22	31	44	22	20	28
YOR093C	52	92	83	62	65	58
YOR094W	54	81	62	79	52	51
YOR095C	26	39	35	32	28	25
YOR096W	196	213	206	206	202	190
YOR097C	54	84	63	55	49	47
YOR098C	95	132	148	115	87	97
YOR099W	42	54	52	45	46	45
YOR100C	1	4	3	0	0	1
YOR101W	34	51	43	32	35	29
YOR102W	0	0	0	0	0	0
YOR103C	72	85	82	68	65	53
YOR104W	12	19	23	10	22	16
YOR105W	2	9	7	4	2	2
YOR106W	55	63	49	49	47	32
YOR107W	12	11	14	10	18	18
YOR108W	49	53	71	56	43	43
YOR108C-A	3	1	2	1	0	0
YOR109W	31	39	38	37	48	41
YOR110W	54	59	71	35	26	48
YOR111W	23	51	30	37	36	24
YOR112W	21	36	50	32	28	44
YOR113W	55	50	62	90	82	78
YOR114W	9	7	4	6	12	8
YOR115C	81	114	102	84	73	75
YOR116C	69	73	91	51	56	53
YOR117W	171	243	224	153	172	134
YOR118W	17	21	20	16	17	11
YOR119C	38	51	60	26	25	17
YOR120W	26	29	27	24	12	18
YOR121C	4	1	5	2	0	3
YOR122C	69	98	84	124	124	113
YOR123C	259	280	340	218	198	177
YOR124C	41	45	58	44	29	34
YOR125C	97	171	137	158	119	137
YOR126C	11	11	16	7	3	9
YOR127W	44	56	70	26	18	17
YOR128C	91	127	115	131	107	90
YOR129C	7	12	15	8	6	17
YOR130C	37	63	59	40	46	34
tD(GUC)O	0	2	0	0	0	0
YOR131C	78	121	90	96	89	80
YOR132W	46	76	77	75	61	60
YOR133W	89	130	150	85	76	101
YOR134W	15	13	14	23	14	32
YOR135C	0	0	0	0	0	0
YOR136W	59	108	97	98	77	79
YOR137C	17	35	20	15	27	18
YOR138C	49	44	72	39	44	43
YOR139C	0	0	0	0	0	0
YOR140W	17	14	15	26	16	14
YOR141C	335	417	460	320	256	227
YOR142W	37	48	50	46	40	35
tG(CCC)O	0	1	1	1	0	1
YOR142W-B	1	1	4	1	1	0
YOR142W-A	0	0	0	0	0	0
YOR143C	8	11	13	9	16	10
YOR144C	18	24	26	21	26	23
YOR145C	130	159	151	146	115	119
YOR146W	0	0	0	0	0	0
YOR147W	20	32	39	19	15	14
YOR148C	20	36	30	26	25	25
YOR149C	6	15	9	7	9	7
YOR150W	13	19	17	17	13	16
YOR151C	86	115	141	76	60	57
YOR152C	1	5	6	10	6	7
YOR153W	140	154	197	227	169	213
YOR154W	91	102	106	108	85	82
YOR155C	24	29	29	18	23	16
YOR156C	17	28	21	15	12	20
YOR157C	76	97	84	90	70	81
YOR158W	141	212	182	202	164	177
YOR159C	75	101	105	65	76	63
YOR160W	35	55	55	46	34	40
YOR161C	30	69	50	45	55	52
YOR161W-A	2	0	1	2	2	2
YOR161W-B	0	0	0	0	0	0
YOR161C-C	1	1	0	0	0	2
YOR162C	23	25	33	17	13	20
YOR163W	106	138	111	195	124	148
YOR164C	110	134	146	74	73	73
YOR165W	28	24	40	41	34	27
YOR166C	28	31	34	34	30	30
YOR167C	135	180	153	97	77	91
YOR168W	112	141	146	89	92	81
YOR169C	0	0	0	0	0	0
YOR170W	0	0	0	0	0	0
YOR171C	31	64	43	40	34	31
YOR172W	82	125	137	78	73	76
YOR173W	48	78	76	43	43	46
YOR174W	34	87	66	55	45	45
YOR175C	53	79	67	46	45	44
YOR176W	164	185	172	219	230	215
tV(AAC)O	0	0	0	1	0	0
YOR177C	6	11	7	9	10	2
YOR178C	50	38	59	80	76	84
YOR179C	55	82	54	59	53	59
YOR180C	1	1	2	0	2	2
YOR181W	38	43	48	37	32	33
YOR182C	133	200	154	85	100	81
YOR183W	0	3	2	1	2	2
YOR184W	65	90	92	53	56	48
snR36	0	1	0	1	0	0
YOR185C	9	35	26	13	21	19
YOR186W	1	1	0	0	0	0
YOR186C-A	10	15	13	13	6	11
YOR187W	100	103	134	124	134	99
YOR188W	85	96	110	69	56	40
YOR189W	54	86	69	55	49	48
YOR190W	1	1	1	1	2	2
YOR191W	82	137	145	121	98	92
YOR192C	0	1	1	1	3	1
YOR192C-C	0	0	3	0	0	1
YOR192C-B	11	7	14	5	3	7
YOR192C-A	0	0	0	0	0	0
tM(CAU)O1	0	0	0	0	0	0
YOR193W	48	54	36	36	29	31
YOR194C	245	280	313	214	220	250
YOR195W	29	35	56	20	23	26
YOR196C	29	39	38	34	25	21
YOR197W	133	130	122	156	138	143
YOR198C	252	321	301	263	253	212
YOR199W	0	2	1	0	1	0
YOR200W	0	3	1	3	0	0
YOR201C	43	51	44	48	35	37
YOR202W	45	78	62	81	67	81
YOR203W	0	1	0	0	3	0
YOR204W	81	114	124	98	74	88
YOR205C	55	64	64	107	72	66
YOR206W	206	239	292	182	141	137
YOR207C	69	103	85	57	67	75
YOR208W	36	36	29	49	39	35
YOR209C	109	153	156	144	117	115
YOR210W	85	128	94	83	80	76
YOR211C	55	70	67	56	51	48
YOR212W	126	158	127	165	136	142
YOR213C	44	55	57	51	37	54
YOR214C	0	0	1	5	1	1
YOR215C	204	328	251	202	177	191
YOR216C	82	114	134	70	55	58
YOR217W	55	73	88	55	46	36
YOR218C	0	0	0	0	0	0
YOR219C	44	73	79	78	69	83
YOR220W	64	46	46	50	55	47
YOR221C	93	128	96	122	96	106
YOR222W	89	152	145	102	94	82
snR35	43	46	50	19	33	27
YOR223W	40	65	42	51	49	64
YOR224C	46	63	41	50	51	58
YOR225W	0	0	1	0	1	0
YOR226C	25	49	38	42	34	27
YOR227W	51	58	82	107	62	78
YOR228C	5	14	11	13	9	11
YOR229W	17	28	38	23	23	20
YOR230W	49	77	74	52	50	50
YOR231W	95	100	94	146	149	172
YOR231C-A	0	0	0	0	0	0
YOR232W	174	255	224	162	142	135
YOR233W	24	36	37	25	30	21
YOR234C	69	78	75	78	79	72
YOR235W	7	4	7	5	5	3
snR17a	135	163	213	95	101	74
YOR236W	58	71	56	54	49	39
YOR237W	3	1	1	1	0	1
YOR238W	27	34	23	37	36	46
YOR239W	205	241	230	234	175	170
YOR241W	34	50	40	50	36	46
YOR242C	1	0	2	0	1	0
YOR243C	60	101	102	58	53	58
YOR244W	68	83	79	69	57	64
YOR245C	22	24	22	13	14	11
YOR246C	84	121	95	79	63	54
YOR247W	144	153	150	314	233	288
YOR248W	0	0	1	0	0	1
YOR249C	28	45	27	32	22	16
YOR250C	16	26	21	13	8	9
YOR251C	23	40	37	43	44	34
YOR252W	88	148	107	90	91	77
YOR253W	23	51	38	51	34	44
YOR254C	124	158	230	117	127	77
YOR255W	0	0	0	0	0	0
YOR256C	27	36	53	18	28	14
YOR257W	259	343	321	306	263	282
YOR258W	9	14	6	16	4	8
YOR259C	385	503	528	360	372	336
YOR260W	64	94	103	65	62	49
YOR261C	57	91	78	78	67	73
YOR262W	48	70	71	30	30	23
YOR263C	0	0	0	0	0	0
YOR264W	46	63	47	36	41	70
YOR265W	161	218	196	152	119	124
YOR266W	19	39	30	40	26	32
YOR267C	142	128	188	177	128	183
YOR268C	1	1	2	2	2	2
YOR269W	10	19	22	49	31	33
YOR270C	66	83	111	38	35	36
YOR271C	30	49	41	20	28	26
snR8	52	80	75	46	38	52
YOR272W	70	121	125	77	83	89
YOR273C	66	104	93	71	61	58
YOR274W	21	37	37	29	23	23
YOR275C	24	34	27	23	20	25
YOR276W	259	370	327	321	264	253
YOR277C	1	0	0	1	1	2
snR31	16	24	10	16	14	13
snR5	2	3	2	3	2	3
YOR278W	3	13	10	19	6	14
YOR279C	39	33	41	13	26	15
YOR280C	33	30	37	21	17	34
YOR281C	168	244	221	163	142	137
YOR282W	0	1	0	0	1	0
YOR283W	16	23	21	23	13	21
YOR284W	4	8	7	12	8	8
YOR285W	84	96	83	86	110	85
YOR286W	65	77	61	64	66	51
YOR287C	47	59	66	52	42	54
YOR288C	5	16	9	25	18	16
YOR289W	29	64	48	47	30	37
tA(UGC)O	0	0	0	0	0	0
YOR290C	79	87	107	57	57	62
YOR291W	15	25	31	20	18	14
YOR292C	12	17	12	24	12	13
YOR293W	442	496	471	389	438	355
YOR293C-A	1	1	0	1	0	0
YOR294W	50	49	56	45	46	38
YOR295W	9	22	19	9	11	12
YOR296W	19	40	37	33	27	29
YOR297C	32	41	35	40	36	33
YOR298W	2	1	2	0	1	2
YOR298C-A	218	293	299	281	215	285
YOR299W	56	55	60	50	46	48
YOR300W	1	2	0	0	0	0
YOR301W	80	108	103	169	123	120
YOR302W	18	15	18	27	29	29
YOR303W	16	12	20	12	14	15
YOR304W	106	158	185	125	78	81
YOR304C-A	82	143	116	73	65	72
YOR305W	20	35	39	14	19	19
YOR306C	16	37	43	25	23	20
YOR307C	6	8	15	12	7	6
YOR308C	34	35	38	37	17	31
YOR309C	2	2	6	5	0	3
YOR310C	309	323	477	112	104	94
YOR311C	60	90	68	47	32	42
YOR312C	329	385	361	355	393	300
YOR313C	2	1	6	1	4	3
YOR314W	0	0	0	0	0	0
YOR314W-A	0	0	0	0	0	0
YOR315W	18	21	20	23	25	18
YOR316C	22	21	21	21	23	22
YOR316C-A	2	2	1	2	1	0
YOR317W	105	152	145	93	71	64
YOR318C	4	4	5	6	1	1
YOR319W	16	22	17	12	15	11
YOR320C	54	81	71	58	56	61
YOR321W	5	7	8	5	4	4
