Geneid	/N/dc2/scratch/rpolicas/stripe_paper/rna_seq/yeast/results/aligned/YRNASEQ_01_S288C_1_Aligned.sortedByCoord.out.bam	/N/dc2/scratch/rpolicas/stripe_paper/rna_seq/yeast/results/aligned/YRNASEQ_03_S288C_3_Aligned.sortedByCoord.out.bam	/N/dc2/scratch/rpolicas/stripe_paper/rna_seq/yeast/results/aligned/YRNASEQ_02_S288C_2_Aligned.sortedByCoord.out.bam
YBR117C	123	97	105
YBR118W	23530	20120	22823
YBR119W	787	674	630
YBR120C	374	276	289
YBR121C	7431	7147	6758
YBR121C-A	0	0	0
YBR122C	903	745	786
YBR123C	585	513	536
YBR124W	4	5	1
YBR125C	712	635	636
YBR126C	12444	10750	10774
YBR126W-A	1176	970	983
YBR126W-B	253	210	231
YBR127C	7896	7535	7453
YBR128C	206	185	153
YBR129C	610	518	535
YBR130C	875	776	737
YBR131W	228	211	222
YBR131C-A	0	0	0
YBR132C	934	699	811
YBR133C	749	644	656
YBR134W	1	0	1
YBR135W	328	298	291
YBR136W	359	395	370
YBR137W	601	504	511
YBR138C	365	265	279
YBR139W	2034	1771	1683
YBR140C	1507	1432	1397
YBR141C	243	194	267
YBR141W-A	26	26	21
YBR142W	1699	1793	1650
YBR143C	5632	5095	5078
YBR144C	20	24	19
YBR145W	1597	1526	1521
YBR146W	943	768	801
YBR147W	573	582	485
YBR148W	50	41	45
YBR149W	4592	4137	4014
YBR150C	796	680	705
YBR151W	1761	1620	1554
YBR152W	170	149	140
YBR153W	340	318	330
YBR154C	1633	1386	1449
YBR155W	687	474	590
YBR156C	242	246	239
YBR157C	259	257	234
YBR158W	2271	2108	2141
YBR159W	1610	1590	1519
YBR160W	618	572	551
YBR161W	429	295	358
YBR162C	8477	7770	7811
YBR162W-A	703	602	584
YBR163W	589	490	500
YBR164C	854	793	809
YBR165W	472	423	398
YBR166C	1067	986	1000
YBR167C	276	230	241
YBR168W	343	295	298
YBR169C	1927	1797	1731
YBR170C	1083	966	972
YBR171W	950	817	850
YBR172C	1346	1170	1214
YBR173C	1154	1107	1026
YBR174C	5	3	1
YBR175W	313	256	281
YBR176W	297	232	252
YBR177C	1569	1455	1450
YBR178W	1	2	0
YBR179C	717	698	652
YBR180W	5	8	7
YBR181C	5274	4866	4858
YBR182C	204	151	171
YBR182C-A	17	11	10
YBR183W	1089	988	987
YBR184W	46	48	49
YBR185C	466	436	418
YBR186W	11	14	10
YBR187W	1487	1511	1412
YBR188C	267	214	215
YBR189W	22161	19470	20594
YBR190W	24	15	13
YBR191W	10606	9900	10046
YBR191W-A	9	16	17
YBR192W	551	469	467
YBR193C	549	452	448
YBR194W	207	160	182
YBR195C	231	251	189
YBR196C	17119	17252	16557
YBR196C-A	16	18	11
YBR196C-B	22	19	19
YBR197C	387	399	332
YBR198C	1138	766	1019
YBR199W	2484	2247	2262
YBR200W	703	637	611
YBR200W-A	0	0	0
YBR201W	295	270	264
YBR201C-A	134	117	113
YBR202W	660	550	565
YBR203W	636	536	503
YBR204C	655	559	562
YBR205W	1059	915	936
YBR206W	122	90	122
YBR207W	1039	1015	1026
YBR208C	1014	932	903
YBR209W	0	0	1
tC(GCA)B	0	0	0
tE(UUC)B	0	0	0
YBR210W	325	315	294
YBR211C	613	524	520
YBR212W	1706	1344	1383
YBR213W	53	28	44
YBR214W	3350	2325	2740
YBR215W	699	580	589
YBR216C	938	840	861
YBR217W	236	217	248
YBR218C	5365	4583	4755
YBR219C	1	3	2
YBR220C	656	605	631
YBR221C	5165	4860	4793
YBR221W-A	1	1	1
YBR222C	2422	2344	2266
YBR223C	311	244	257
YBR223W-A	2	0	0
YBR224W	20	16	21
YBR225W	641	560	518
YBR226C	2	1	3
YBR227C	454	476	471
YBR228W	434	376	361
YBR229C	809	796	716
YBR230C	2773	2285	2243
YBR230W-A	63	72	49
LSR1	182	158	153
YBR231C	243	170	207
YBR232C	0	0	1
YBR233W	266	237	223
YBR233W-A	186	158	149
YBR234C	2257	2219	2171
YBR235W	750	759	680
YBR236C	821	771	676
YBR237W	558	503	480
YBR238C	374	309	362
YBR239C	156	144	162
YBR240C	28	29	25
YBR241C	320	332	309
YBR242W	506	482	501
YBR243C	556	505	545
YBR244W	652	619	641
YBR245C	1140	1039	1012
YBR246W	793	711	682
YBR247C	567	460	624
YBR248C	1542	1473	1442
YBR249C	8245	8137	7647
YBR250W	58	56	37
YBR251W	698	525	567
YBR252W	269	233	273
YBR253W	378	330	328
YBR254C	197	190	162
YBR255W	621	585	507
YBR255C-A	283	220	241
YBR256C	2467	2092	2140
YBR257W	328	287	318
YBR258C	139	104	131
YBR259W	342	297	313
YBR260C	545	426	459
YBR261C	531	436	510
YBR262C	333	290	275
YBR263W	2988	2759	2800
YBR264C	268	251	252
YBR265W	674	548	558
YBR267W	730	678	660
YBR266C	1	1	0
YBR268W	232	202	189
YBR269C	630	543	550
YBR270C	253	250	230
YBR271W	379	348	394
YBR272C	615	553	540
YBR273C	1310	1081	1077
YBR274W	555	544	507
YBR275C	653	641	602
YBR276C	699	707	647
YBR277C	3	2	2
YBR278W	289	266	247
YBR279W	1484	1346	1275
YBR280C	677	520	501
YBR281C	607	634	572
YBR282W	271	221	227
YBR283C	4322	3780	4070
YBR284W	230	221	191
YBR285W	189	156	175
YBR286W	13122	11909	11493
YBR287W	2595	2197	2175
YBR288C	745	713	685
YBR289W	504	543	512
YBR290W	1568	1356	1256
YBR291C	349	358	374
YBR292C	13	13	11
YBR293W	592	614	580
YBR294W	12	13	12
YBR295W	338	299	319
YBR296C	667	493	461
YBR296C-A	17	11	20
YBR297W	838	614	649
YBR298C	2862	2176	2210
YBR298C-A	1	0	1
YBR299W	93	71	71
YBR300C	4	2	5
YBR301W	5	10	8
YBR302C	8	12	11
YNL339C	4	0	0
YNL339W-B	0	0	0
YNL339W-A	0	0	0
YNL338W	0	0	0
YNL337W	0	0	0
YNL336W	172	165	229
YNL335W	4	1	3
YNL334C	32	24	26
YNL333W	48	34	30
YNL332W	4	5	8
YNL331C	197	201	204
YNL330C	1276	1097	1048
YNL329C	657	690	624
YNL328C	37	70	35
YNL327W	4386	4143	4136
YNL326C	297	252	263
YNL325C	279	287	261
YNL324W	1	2	1
YNL323W	447	442	459
YNL322C	1202	921	985
YNL321W	788	616	665
YNL320W	353	342	374
YNL319W	7	7	6
YNL318C	4	3	0
YNL317W	621	424	533
YNL316C	349	308	277
YNL315C	757	756	667
YNL314W	213	197	216
YNL313C	631	613	657
YNL312W	850	804	805
YNL311C	379	351	296
YNL310C	314	289	276
YNL309W	277	190	231
YNL308C	2827	2353	2490
YNL307C	1586	1484	1561
YNL306W	779	612	628
YNL305C	936	900	898
YNL304W	310	233	240
YNL303W	20	13	11
YNL302C	10341	9174	9646
YNL301C	2361	2083	2202
YNL300W	448	266	340
YNL299W	177	181	188
YNL298W	630	531	584
YNL297C	1276	1166	1198
YNL296W	0	0	0
YNL295W	573	386	439
YNL294C	1085	958	911
YNL293W	827	664	687
YNL292W	757	617	713
YNL291C	463	423	417
YNL290W	675	625	675
YNL289W	127	103	113
snR40	16	13	9
YNL288W	863	774	802
YNL287W	3071	2968	2700
YNL286W	393	323	331
YNL285W	2	1	2
tG(UCC)N	1	0	0
YNL284C-B	75	78	62
YNL284C-A	0	0	0
tN(GUU)N1	0	0	0
YNL284C	772	670	668
tT(AGU)N1	2	0	1
YNL283C	793	687	738
YNL282W	159	154	151
YNL281W	1025	1028	1015
YNL280C	1111	899	997
YNL279W	63	52	50
YNL278W	286	240	225
YNL277W-A	1	4	3
YNL277W	177	152	158
YNL276C	59	57	48
YNL275W	232	186	189
YNL274C	803	708	660
YNL273W	230	223	218
YNL272C	824	793	710
YNL271C	1344	1128	1177
YNL270C	62	51	56
YNL269W	1	1	2
YNL268W	2429	2255	2256
YNL267W	1575	1410	1278
YNL266W	5	13	3
YNL265C	783	655	673
YNL264C	863	826	809
YNL263C	899	882	867
YNL262W	845	823	833
YNL261W	512	445	468
YNL260C	338	287	289
YNL259C	162	145	104
YNL258C	953	832	857
YNL257C	520	564	506
YNL256W	922	794	826
YNL255C	4661	4010	4187
YNL254C	238	244	246
YNL253W	505	504	442
YNL252C	794	669	629
YNL251C	1978	1374	1533
YNL250W	363	392	366
YNL249C	265	243	245
YNL248C	1680	1691	1646
YNL247W	3290	3195	3275
YNL246W	710	620	579
YNL245C	264	174	227
YNL244C	1480	1208	1281
YNL243W	1678	1721	1559
YNL242W	563	489	566
YNL241C	3753	3123	3334
YNL240C	530	526	476
YNL239W	1950	1843	1856
YNL238W	1140	1075	978
YNL237W	165	139	178
YNL236W	892	826	811
YNL235C	3	2	3
YNL234W	713	612	640
YNL233W	571	554	475
YNL232W	940	807	886
YNL231C	1215	1047	1153
YNL230C	249	191	182
YNL229C	1033	889	862
YNL228W	13	9	13
YNL227C	764	697	726
YNL226W	2	1	1
YNL225C	491	393	401
YNL224C	746	618	633
YNL223W	407	331	306
YNL222W	357	284	257
snR19	70	81	81
YNL221C	1202	1190	1113
YNL220W	4943	4402	4302
YNL219C	1345	1200	1165
YNL218W	203	149	157
YNL217W	992	930	1007
YNL216W	1352	1147	1116
YNL215W	980	778	785
YNL214W	299	267	253
YNL213C	316	233	280
YNL212W	1112	1097	961
YNL211C	90	122	98
YNL210W	1	0	2
YNL209W	15174	14629	14441
YNL208W	3465	2922	2849
YNL207W	1042	897	940
YNL206C	922	825	848
YNL205C	15	9	14
YNL204C	92	66	77
YNL203C	82	63	58
YNL202W	42	48	30
YNL201C	972	861	894
YNL200C	672	652	569
YNL199C	1055	896	950
YNL198C	32	43	31
YNL197C	890	826	716
YNL196C	42	13	22
YNL195C	696	552	546
YNL194C	1477	1138	1140
YNL193W	792	634	646
YNL192W	4059	3607	3676
YNL191W	298	282	253
YNL190W	1360	980	1133
YNL189W	2824	2625	2721
YNL188W	305	279	257
YNL187W	191	140	156
YNL186W	1086	951	939
YNL185C	383	229	265
YNL184C	40	25	31
YNL183C	750	664	634
YNL182C	676	683	705
YNL181W	652	602	609
YNL180C	849	722	763
YNL179C	82	71	64
YNL178W	25779	23093	24168
YNL177C	990	852	856
YNL176C	868	809	749
YNL175C	1962	1677	1799
YNL174W	5	0	3
YNL173C	2262	1795	1794
YNL172W	386	361	360
YNL171C	0	3	5
YNL170W	19	24	15
YNL169C	996	831	867
YNL168C	823	734	777
YNL167C	866	700	769
YNL166C	644	652	649
YNL165W	287	272	273
YNL164C	206	186	179
YNL163C	1212	1126	1164
YNL162W-A	41	53	61
YNL162W	6132	5307	5689
YNL161W	985	809	828
YNL160W	8887	8936	8883
YNL159C	617	549	509
YNL158W	385	323	379
YNL157W	1342	1144	1147
YNL156C	1167	1016	989
YNL155W	890	667	658
YNL154C	2516	2319	2092
YNL153C	810	710	744
YNL152W	425	339	334
YNL151C	624	520	530
YNL150W	5	3	4
YNL149C	1091	979	1030
YNL148C	165	149	174
YNL147W	667	619	635
YNL146C-A	41	31	31
YNL146W	31	18	28
YNL145W	1934	1928	1888
YNL144C	1856	1656	1475
YNL144W-A	1	1	0
YNL143C	27	22	24
YNL142W	134	130	111
YNL141W	2504	2353	2444
YNL140C	24	39	30
YNL139C	939	945	870
YNL138W-A	214	169	151
YNL138W	2768	2009	2181
YNL137C	1083	955	953
YNL136W	693	645	570
YNL135C	4320	3903	3929
YNL134C	1232	1201	1166
YNL133C	142	139	125
tF(GAA)N	0	0	1
YNL132W	1243	1118	1245
YNL131W	1489	1306	1261
YNL130C	828	845	783
YNL130C-A	1	2	6
YNL129W	239	253	239
YNL128W	45	39	36
YNL127W	531	523	468
YNL126W	351	342	366
YNL125C	980	805	821
YNL124W	540	471	531
YNL123W	1555	1513	1518
YNL122C	217	156	186
YNL121C	3150	2764	2985
YNL120C	0	1	0
YNL119W	769	712	649
YNL118C	2180	1958	1997
YNL117W	312	199	221
YNL116W	365	258	340
YNL115C	877	778	776
YNL114C	11	6	4
YNL113W	341	346	312
YNL112W	7256	6941	7053
YNL111C	289	250	248
YNL110C	1361	1259	1303
YNL109W	15	16	13
YNL108C	417	307	305
YNL107W	397	359	331
YNL106C	532	444	403
YNL105W	1	0	0
YNL104C	6024	5812	5533
YNL103W-A	2	0	3
YNL103W	849	732	756
YNL102W	471	466	514
YNL101W	973	925	877
YNL100W	1190	1030	1056
YNL099C	518	426	431
YNL098C	3670	2986	2885
YNL097C-B	26	17	26
YNL097C	694	602	572
YNL097W-A	63	41	46
tL(CAA)N	2	0	2
YNL096C	4734	3559	4209
YNL095C	122	115	139
YNL094W	1008	927	928
YNL093W	154	164	150
YNL092W	154	165	127
YNL091W	2312	2074	2096
YNL090W	492	387	379
YNL089C	2	2	1
YNL088W	916	869	886
YNL087W	2181	2238	2251
YNL086W	100	103	103
YNL085W	1862	1955	1780
YNL084C	1806	1530	1470
YNL083W	441	361	449
YNL082W	303	277	295
YNL081C	649	487	491
YNL080C	828	722	718
YNL079C	5408	4874	5046
YNL078W	942	721	763
YNL077W	986	983	1005
YNL076W	778	662	735
YNL075W	1437	1212	1302
YNL074C	1365	1109	1081
YNL073W	899	820	724
YNL072W	247	246	203
YNL071W	4926	4471	4535
YNL070W	418	399	446
YNL069C	14105	13025	13778
YNL068C	594	580	547
YNL067W-A	0	1	1
YNL067W-B	0	1	5
YNL067W	4160	4076	4208
YNL066W	887	831	865
YNL065W	408	397	377
YNL064C	4664	4383	4550
YNL063W	349	313	304
YNL062C	1251	1238	1213
YNL061W	2526	1485	2052
YNL059C	1308	1006	1129
YNL058C	493	380	412
YNL057W	14	17	6
YNL056W	587	514	512
YNL055C	9042	8613	8543
tD(GUC)N	3	9	4
YNL054W-B	252	221	195
YNL054W-A	0	0	0
YNL054W	679	555	523
YNL053W	413	388	375
YNL052W	1097	884	1015
YNL051W	647	575	570
YNL050C	631	558	526
YNL049C	765	808	784
YNL048W	882	888	798
YNL047C	325	304	334
YNL046W	577	521	485
YNL045W	2040	1827	1838
YNL044W	915	901	883
YNL043C	45	25	30
tP(UGG)N1	0	0	0
YNL042W-B	2	0	2
YNL042W	429	370	374
YNL041C	933	813	856
YNL040W	667	606	608
YNL039W	1081	904	887
YNL038W	518	451	437
YNL037C	1777	1536	1461
YNL036W	7637	4854	5409
tT(AGU)N2	0	0	0
tP(UGG)N2	1	1	1
YNL035C	720	617	681
tI(AAU)N1	0	2	0
YNL034W	8	4	7
YNL033W	6	6	1
YNL032W	738	600	625
YNL031C	12104	10410	10876
YNL030W	5871	4474	4683
YNL029C	283	297	239
YNL028W	1	1	1
YNL027W	1349	1217	1237
YNL026W	836	747	674
YNL025C	493	456	447
NME1	135	100	90
snR66	116	81	98
YNL024C-A	431	377	395
YNL024C	179	140	155
YNL023C	622	578	616
YNL022C	718	722	719
YNL021W	824	784	733
YNL020C	761	721	781
YNL019C	4	2	2
YNL018C	13	7	9
YNL017C	0	1	0
tI(AAU)N2	2	0	1
YNL016W	3773	3502	3427
YNL015W	1116	924	996
YNL014W	169	144	150
YNL013C	1	0	2
YNL012W	97	73	70
YNL011C	594	580	547
YNL010W	2041	1974	1926
YNL009W	150	168	145
YNL008C	679	600	677
YNL007C	3349	3225	3218
YNL006W	745	767	683
YNL005C	1095	984	1015
YNL004W	2017	1827	1738
YNL003C	743	607	657
YNL002C	2617	2294	2395
YNL001W	1072	929	887
YNR001C	5697	5141	4785
YNR001W-A	5	1	1
tP(AGG)N	1	0	0
tN(GUU)N2	0	0	0
YNR002C	293	211	217
YNR003C	611	550	564
YNR003W-A	0	1	1
YNR004W	72	62	61
YNR005C	1	0	0
YNR006W	1525	1299	1272
YNR007C	500	414	363
YNR008W	326	282	296
YNR009W	150	167	132
YNR010W	331	254	307
YNR011C	526	454	481
YNR012W	751	724	674
YNR013C	1321	1027	1189
YNR014W	1086	886	926
YNR015W	778	646	663
YNR016C	9174	8201	8409
YNR017W	1447	1219	1227
YNR018W	1394	1236	1322
YNR019W	1949	1346	1397
YNR020C	141	136	97
YNR021W	3023	3007	2945
YNR022C	408	385	353
YNR023W	603	592	504
YNR024W	412	328	353
YNR025C	30	28	27
YNR026C	819	683	659
YNR027W	341	308	285
YNR028W	683	612	601
YNR029C	604	521	561
YNR030W	513	475	500
YNR031C	785	653	719
YNR032W	610	468	430
YNR032C-A	167	126	179
YNR033W	858	727	739
YNR034W	743	613	614
YNR034W-A	2821	2474	2504
YNR035C	2481	2330	2313
YNR036C	1222	1122	1067
YNR037C	258	218	255
YNR038W	852	839	824
YNR039C	497	513	432
YNR040W	181	155	159
YNR041C	268	234	237
YNR042W	4	0	1
YNR043W	1060	1010	1073
YNR044W	307	321	307
YNR045W	585	495	477
YNR046W	501	456	510
YNR047W	399	330	358
YNR048W	300	271	263
YNR049C	510	444	463
YNR050C	1912	1917	1777
snR49	395	315	374
YNR051C	1414	1165	1201
YNR052C	787	627	575
YNR053C	1089	1118	1143
snR191	28	30	26
YNR054C	573	513	514
tL(UAA)N	0	0	0
YNR055C	1093	1089	1037
YNR056C	14	15	7
YNR057C	82	85	92
YNR058W	108	129	95
YNR059W	658	590	596
YNR060W	123	91	100
YNR061C	820	722	767
YNR062C	13	9	15
YNR063W	91	120	90
YNR064C	13	18	11
YNR065C	386	350	362
YNR066C	88	79	74
YNR067C	758	688	788
YNR068C	167	170	148
YNR069C	219	223	208
YNR070W	77	67	58
YNR071C	29	26	26
YNR072W	3	6	5
YNR073C	22	29	27
YNR074C	558	514	471
YNR075W	241	211	225
YNR075C-A	0	0	0
YNR076W	6	5	12
YNR077C	0	0	0
YJL225C	7	9	8
YJL225W-A	0	0	0
YJL223C	0	0	0
YJL222W-B	0	0	0
YJL222W-A	0	0	0
YJL222W	9	8	9
YJL221C	0	0	1
YJL220W	0	0	0
YJL219W	4	5	11
YJL218W	77	91	60
YJL217W	956	817	859
YJL216C	126	112	127
YJL215C	26	30	25
YJL214W	27	20	22
YJL213W	774	670	643
YJL212C	647	527	540
YJL211C	10	5	6
YJL210W	849	629	705
YJL209W	447	354	390
YJL208C	359	334	329
YJL207C	1024	938	900
YJL206C	279	233	260
YJL205C	159	141	159
YJL204C	580	524	485
YJL203W	419	321	310
YJL202C	3	4	2
YJL201W	703	627	653
YJL200C	1940	1940	1844
tT(AGU)J	0	0	0
YJL199C	173	136	156
YJL198W	1420	1345	1422
YJL197W	667	639	639
YJL197C-A	0	0	0
YJL196C	1395	1264	1284
YJL195C	5	1	3
YJL194W	33	24	34
YJL193W	202	201	160
YJL192C	1137	959	970
YJL191W	1495	1281	1273
YJL190C	10784	10693	10611
YJL189W	9672	8759	8971
YJL188C	11	13	5
YJL187C	742	660	657
YJL186W	1201	1043	1047
YJL185C	185	191	180
YJL184W	289	256	228
YJL183W	338	313	312
YJL182C	0	0	0
YJL181W	161	135	132
YJL180C	321	330	270
YJL179W	378	332	301
YJL178C	976	896	884
YJL177W	6391	6095	6331
YJL176C	906	739	769
YJL175W	1	1	0
YJL174W	1986	1722	1623
YJL173C	477	471	475
YJL172W	857	864	852
YJL171C	1044	843	860
YJL170C	91	89	65
YJL169W	5	7	6
YJL168C	622	573	603
YJL167W	3705	3564	3491
YJL166W	1445	1242	1220
YJL165C	2894	2483	2541
YJL164C	932	713	779
YJL163C	320	327	290
YJL162C	256	208	193
tE(UUC)J	1	2	0
YJL161W	345	287	281
YJL160C	32	37	24
YJL159W	18524	15656	16361
YJL158C	5952	4440	5382
YJL157C	334	370	372
YJL156W-A	5	5	3
YJL156C	620	481	523
YJL155C	1092	933	936
YJL154C	1676	1423	1446
YJL153C	107	83	81
YJL152W	3	4	7
YJL151C	1561	1537	1430
YJL150W	3	3	2
YJL149W	528	456	439
snR128	113	93	127
snR190	10	7	21
YJL148W	1187	1052	1123
YJL147C	183	186	162
YJL146W	423	386	303
YJL145W	941	823	831
YJL144W	570	440	486
YJL143W	1120	981	1004
YJL142C	178	151	140
YJL141C	4534	3758	3756
YJL140W	1490	1192	1249
YJL139C	670	570	583
YJL138C	4175	4089	3752
YJL137C	253	276	209
YJL136W-A	1	0	2
YJL136C	6062	5352	5463
YJL135W	1	7	4
YJL134W	568	511	509
YJL133C-A	879	678	695
YJL133W	720	647	574
YJL132W	306	263	252
YJL131C	439	402	382
YJL130C	3551	3381	3479
YJL129C	780	684	723
YJL128C	1090	898	913
YJL127W-A	2	1	1
YJL127C-B	421	404	382
YJL127C	312	331	298
YJL126W	262	293	274
YJL125C	823	744	793
YJL124C	1359	1203	1167
YJL123C	2364	1964	1981
YJL122W	330	279	278
YJL121C	1438	1270	1248
YJL120W	1	4	3
YJL119C	21	14	19
YJL118W	49	32	51
YJL117W	1220	1143	1102
YJL116C	214	211	201
YJL115W	407	305	335
tA(AGC)J	0	0	0
YJL114W	2	7	6
YJL113W	81	42	48
tD(GUC)J1	0	0	0
YJL112W	929	736	729
YJL111W	2815	2607	2530
YJL110C	652	539	542
YJL109C	2116	1908	2196
YJL108C	439	372	347
YJL107C	502	421	464
YJL106W	549	447	374
YJL105W	20	14	20
YJL104W	577	502	513
snR37	761	670	690
YJL103C	316	281	240
YJL102W	340	294	276
tR(ACG)J	1	4	1
YJL101C	1491	1282	1232
YJL100W	503	464	439
YJL099W	538	480	479
YJL098W	486	521	507
YJL097W	904	941	884
YJL096W	439	385	427
YJL095W	475	452	418
YJL094C	1223	1093	1074
YJL093C	1076	962	878
YJL092W	548	504	531
YJL091C	525	552	531
YJL090C	481	391	356
YJL089W	154	125	124
YJL088W	307	262	275
YJL087C	372	295	320
YJL086C	8	6	4
YJL085W	551	504	488
YJL084C	631	613	637
YJL083W	232	187	224
YJL082W	1727	1413	1387
YJL081C	1191	1027	1082
YJL080C	4313	3941	4158
YJL079C	1098	1059	1208
YJL078C	1017	814	864
YJL077W-B	47	44	46
YJL077C	10	13	10
YJL077W-A	84	75	74
YJL076W	1573	1177	1407
YJL075C	0	0	0
YJL074C	389	394	339
YJL073W	270	225	257
YJL072C	361	261	270
YJL071W	393	397	371
YJL070C	778	685	682
YJL069C	356	343	353
YJL068C	766	748	777
YJL067W	10	11	7
YJL066C	677	615	670
YJL065C	449	435	477
YJL064W	12	9	7
YJL063C	594	531	513
YJL062W-A	370	325	308
YJL062W	589	547	541
YJL061W	1005	992	976
YJL060W	837	686	686
YJL059W	278	290	256
YJL058C	198	179	169
YJL057C	557	469	465
YJL056C	239	188	194
YJL055W	1384	1190	1241
YJL054W	1192	1079	1142
YJL053W	915	841	827
YJL052C-A	0	1	0
YJL052W	7539	8272	7836
YJL051W	259	219	208
YJL050W	1879	1872	1823
YJL049W	408	342	367
YJL048C	821	826	830
YJL047C-A	65	59	46
snR60	20	15	26
YJL047C	534	493	455
YJL046W	444	360	383
tY(GUA)J1	1	1	2
tR(UCU)J1	0	0	0
tD(GUC)J2	0	0	0
YJL045W	17	16	13
YJL044C	1416	1351	1222
YJL043W	6	11	9
YJL042W	1277	1132	1103
YJL041W	1461	1404	1348
YJL039C	1334	1353	1340
tD(GUC)J3	0	0	0
tR(UCU)J2	0	0	0
YJL038C	4	10	3
YJL037W	19	11	21
tV(AAC)J	0	0	0
YJL036W	1418	1154	1135
YJL035C	197	157	154
YJL034W	4817	4392	4514
YJL033W	2296	1706	1964
YJL032W	1	0	0
YJL031C	619	579	544
YJL030W	313	276	247
YJL029C	908	791	782
tM(CAU)J1	0	0	1
YJL028W	1	1	0
YJL027C	1	3	3
YJL026W	3573	3369	3444
YJL026C-A	3	3	1
YJL025W	81	68	81
YJL024C	516	441	489
tG(GCC)J1	1	0	0
YJL023C	484	395	376
YJL022W	10	5	6
YJL020C	2225	1870	1996
YJL020W-A	2	2	0
YJL019W	311	303	306
YJL016W	1680	1577	1449
YJL015C	5	3	4
YJL014W	3212	2975	2933
YJL013C	553	439	435
YJL012C	2109	2047	2116
YJL011C	197	134	143
tK(CUU)J	1	0	0
tW(CCA)J	0	0	0
YJL010C	945	932	932
YJL009W	1	0	0
YJL008C	3331	3068	3135
YJL007C	0	0	0
tM(CAU)J2	2	4	0
YJL006C	405	334	372
tL(UAA)J	0	1	2
YJL005W	1666	1420	1360
YJL004C	571	484	508
YJL003W	192	140	149
YJL002C	2864	2770	2748
YJL001W	2094	1827	1845
YJR001W	1644	1497	1476
YJR002W	2159	1986	1982
YJR003C	619	677	632
YJR004C	279	293	297
YJR005W	1599	1551	1419
YJR005C-A	10	8	8
YJR006W	654	585	583
YJR007W	3212	2230	2884
YJR008W	767	693	648
YJR009C	24913	23255	22700
YJR010W	493	424	418
YJR010C-A	365	390	358
YJR011C	215	201	192
YJR012C	142	134	122
YJR013W	385	369	322
YJR014W	2069	1596	1769
YJR015W	1168	1109	1012
YJR016C	6373	6074	5521
YJR017C	622	580	547
YJR018W	23	29	29
YJR019C	338	263	276
YJR020W	25	16	13
YJR021C	400	346	340
YJR022W	98	63	69
YJR023C	1	2	2
YJR024C	578	506	503
YJR025C	823	703	731
YJR027W	56	70	62
YJR026W	0	0	0
YJR028W	0	0	0
YJR029W	4	1	4
YJR030C	246	268	239
YJR031C	502	518	525
YJR032W	387	337	357
YJR033C	650	596	531
YJR034W	175	132	175
YJR035W	446	423	393
YJR036C	386	347	338
YJR037W	0	0	0
YJR038C	1	4	4
YJR039W	623	526	492
YJR040W	556	435	480
YJR041C	943	953	879
YJR042W	1330	1169	1230
YJR043C	378	351	311
tM(CAU)J3	0	0	0
YJR044C	670	624	584
YJR045C	7611	6401	7293
YJR046W	520	493	565
tS(AGA)J	4	1	0
YJR047C	49	60	77
YJR048W	422	368	326
YJR049C	890	728	733
YJR050W	497	459	479
YJR051W	1024	916	959
tG(GCC)J2	0	0	1
YJR052W	396	367	346
YJR053W	97	81	73
YJR054W	269	235	223
tR(CCU)J	0	0	0
YJR055W	144	128	128
tD(GUC)J4	2	0	0
YJR056C	543	448	483
tY(GUA)J2	0	0	1
YJR057W	397	366	356
YJR058C	580	438	445
YJR059W	2340	1757	1792
YJR060W	835	723	701
YJR061W	148	145	140
YJR062C	780	740	724
YJR063W	211	211	196
YJR064W	2409	2150	2256
YJR065C	3304	2835	2920
YJR066W	902	789	798
YJR067C	162	127	134
YJR068W	929	842	825
YJR069C	580	584	597
YJR070C	3490	3086	3198
YJR071W	2	0	1
YJR072C	1836	1654	1672
YJR073C	602	521	546
YJR074W	250	229	231
YJR075W	1492	1418	1374
YJR076C	1323	1225	1110
YJR077C	2294	2020	2081
YJR078W	49	42	37
YJR079W	8	9	20
YJR080C	783	732	744
YJR082C	387	317	345
YJR083C	450	402	385
YJR084W	534	497	525
YJR085C	786	671	705
YJR086W	376	381	339
YJR087W	123	92	110
YJR088C	1188	1116	1098
YJR089W	512	384	394
YJR090C	898	820	784
YJR091C	1579	1326	1291
YJR092W	694	510	550
YJR093C	760	623	589
YJR094C	134	134	118
IRT1	381	340	335
YJR094W-A	4047	3310	3299
YJR095W	61	54	51
YJR096W	1876	1715	1807
YJR097W	45	37	54
YJR098C	251	208	191
YJR099W	288	297	267
YJR100C	533	488	461
tL(UAG)J	0	1	0
YJR101W	834	765	748
YJR102C	351	289	324
YJR103W	1769	1601	1512
YJR104C	9548	8376	8186
YJR105W	2811	2718	2693
YJR106W	359	369	318
YJR107W	224	205	207
YJR108W	70	75	43
YJR109C	5897	5883	5610
YJR110W	533	445	487
YJR111C	600	534	553
YJR112W	183	172	170
YJR112W-A	384	320	355
YJR113C	1120	967	955
YJR114W	5	1	0
YJR115W	1390	1086	1057
YJR116W	335	249	305
YJR117W	1908	1818	1687
YJR118C	626	535	606
YJR119C	288	281	222
YJR120W	187	185	182
YJR121W	12471	10633	10827
YJR122W	401	347	324
YJR123W	34367	30462	31773
YJR124C	535	523	488
YJR125C	1534	1387	1268
YJR126C	1401	1258	1190
YJR127C	1625	1320	1458
YJR128W	2	2	3
snR3	51	50	42
YJR129C	165	129	133
